recall,precision
1.0,0.5
0.9866666666666667,0.896969696969697
0.98,0.8963414634146342
0.98,0.901840490797546
0.98,0.9130434782608695
0.9466666666666667,1.0
0.94,1.0
0.9333333333333333,1.0
0.0,1.0
