fpr,tpr,threshold
0.0,0.0,inf
0.006666666666666667,0.7733333333333333,1.0
0.006666666666666667,0.8,0.6716879118840461
0.013333333333333334,0.8133333333333334,0.6
0.013333333333333334,0.84,0.3370108751795705
0.1,0.92,0.2857142857142857
0.10666666666666667,0.92,0.2064202138172328
0.12666666666666668,0.94,0.14285714285714285
0.14,0.94,0.01671889703581911
1.0,1.0,0.0
