fpr,tpr,threshold
0.0,0.0,inf
0.04,0.98,1.0
0.05333333333333334,0.98,0.4996509838278923
0.2866666666666667,0.9933333333333333,0.2857142857142857
0.29333333333333333,0.9933333333333333,0.1688273275331966
0.30666666666666664,0.9933333333333333,0.14285714285714285
0.32,0.9933333333333333,0.037489878110848814
1.0,1.0,0.0
