recall,precision
1.0,0.5
0.98,0.9130434782608695
0.98,0.91875
0.9733333333333334,0.9419354838709677
0.92,0.9928057553956835
0.9133333333333333,0.9927536231884058
0.9066666666666666,0.9927007299270073
0.0,1.0
