fpr,tpr,threshold
0.0,0.0,inf
0.03333333333333333,0.8266666666666667,1.0
0.03333333333333333,0.84,0.7616866156022756
0.04,0.8466666666666667,0.6
0.04666666666666667,0.8466666666666667,0.5606236047552902
0.04666666666666667,0.8733333333333333,0.3160778270719445
0.1,0.9266666666666666,0.2857142857142857
0.10666666666666667,0.9266666666666666,0.2310010211973686
0.14,0.94,0.14285714285714285
1.0,1.0,0.0
