threshold,acc,prec,recall,f1,fpr,fnr,tp,fp,tn,fn
0.0,0.5,0.49999999999833333,0.9999999999933334,0.6666666662192593,0.9999999999933334,0.0,150,150,0,0
0.005,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.01,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.015,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.02,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.025,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.03,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.035,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.04,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.045,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.05,0.9366666666666666,0.8969696969642609,0.986666666660089,0.9396825391777073,0.11333333333257778,0.013333333333244445,148,17,133,2
0.055,0.9333333333333333,0.8963414634091688,0.9799999999934668,0.9363057319791067,0.11333333333257778,0.01999999999986667,147,17,133,3
0.06,0.9333333333333333,0.8963414634091688,0.9799999999934668,0.9363057319791067,0.11333333333257778,0.01999999999986667,147,17,133,3
0.065,0.9333333333333333,0.8963414634091688,0.9799999999934668,0.9363057319791067,0.11333333333257778,0.01999999999986667,147,17,133,3
0.07,0.9333333333333333,0.8963414634091688,0.9799999999934668,0.9363057319791067,0.11333333333257778,0.01999999999986667,147,17,133,3
0.075,0.9333333333333333,0.8963414634091688,0.9799999999934668,0.9363057319791067,0.11333333333257778,0.01999999999986667,147,17,133,3
0.08,0.9333333333333333,0.8963414634091688,0.9799999999934668,0.9363057319791067,0.11333333333257778,0.01999999999986667,147,17,133,3
0.085,0.9333333333333333,0.8963414634091688,0.9799999999934668,0.9363057319791067,0.11333333333257778,0.01999999999986667,147,17,133,3
0.09,0.9333333333333333,0.8963414634091688,0.9799999999934668,0.9363057319791067,0.11333333333257778,0.01999999999986667,147,17,133,3
0.095,0.9366666666666666,0.9018404907920133,0.9799999999934668,0.9392971240954996,0.10666666666595556,0.01999999999986667,147,16,134,3
0.1,0.9366666666666666,0.9018404907920133,0.9799999999934668,0.9392971240954996,0.10666666666595556,0.01999999999986667,147,16,134,3
