fpr,tpr,threshold
0.0,0.0,inf
0.006666666666666667,0.9066666666666666,1.0
0.006666666666666667,0.92,0.5291370717008179
0.06,0.9733333333333334,0.2857142857142857
0.08666666666666667,0.98,0.14285714285714285
0.09333333333333334,0.98,0.08352477133362356
1.0,1.0,0.0
