fpr,tpr,threshold
0.0,0.0,inf
0.013333333333333334,0.9066666666666666,1.0
0.013333333333333334,0.92,0.6
0.013333333333333334,0.9266666666666666,0.4175913998713281
0.06,0.9866666666666667,0.2857142857142857
0.08666666666666667,0.9933333333333333,0.14285714285714285
0.09333333333333334,0.9933333333333333,0.13041321925863492
1.0,1.0,0.0
