fpr,tpr,threshold
0.0,0.0,inf
0.0,0.9333333333333333,1.0
0.0,0.9466666666666667,0.5588312272933564
0.09333333333333334,0.98,0.2857142857142857
0.10666666666666667,0.98,0.14285714285714285
0.11333333333333333,0.98,0.09334355080745643
0.11333333333333333,0.9866666666666667,0.052532487824477905
1.0,1.0,0.0
