threshold,acc,prec,recall,f1,fpr,fnr,tp,fp,tn,fn
0.0,0.5,0.49999999999833333,0.9999999999933334,0.6666666662192593,0.9999999999933334,0.0,150,150,0,0
0.005,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.01,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.015,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.02,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.025,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.03,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.035,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.04,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.045,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.05,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.055,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.06,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.065,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.07,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.075,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.08,0.9433333333333334,0.9130434782551985,0.9799999999934668,0.9453376200733243,0.09333333333271111,0.01999999999986667,147,14,136,3
0.085,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
0.09,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
0.095,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
0.1,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
0.105,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
0.11,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
0.115,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
0.12,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
0.125,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
0.13,0.9466666666666667,0.9187499999942579,0.9799999999934668,0.9483870962685953,0.0866666666660889,0.01999999999986667,147,13,137,3
